Nom,Description,Tag 1,Tag 2,Tag 3,Latitude,Longitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
AplusB,AplusB est une société innovante d’étude et de conseil en stratégie centrée utilisateurs qui regroupe des ergonomes et des experts en accessibilité numérique.,#etude,#usercentric,,48.64901,2.44693,63 boulevard de la République,91450,Soisy sur Seine,2010,www.aplusb.pro,,,,http://www.linkedin.com/company/1788192,,Prestataire
Apocope,Apocope est une agence marketing spécialisée internet et mobile.,#marketing,#internet,#mobile,48.86005,2.361,93 rue Vieille du Temple,75003,Paris,2000,www.apocope.com,AgenceApocope,,,http://www.linkedin.com/company/51154,,Prestataire
Ardans,Ardans est un cabinet de conseil spécialisé dans la gestion des connaissances au sein des organisations.,#KM,,,48.792641,2.03611,6 rue Jean-Pierre Timbaud,78180,Montigny le Bretonneux,1999,www.ardans.fr,ardanssas,,,http://www.linkedin.com/company/ardans,,Prestataire
Arom Productions,"Arom Productions est une agence de communication web, vidéos et création graphique.",#communication,#web,#video,48.847031,2.19654,71 rue de Suresnes,92380,Garches,1997,www.arom-productions.com,,,,,,Prestataire
Ars Aperta,Ars Aperta est un cabinet de conseil qui intervient sur la stratégie des organisations dans le domaine des standards ouverts et de l'open source.,#opensource,,,48.885101,2.34145,8  rue André Barsacq,75018,Paris,2005,www.arsaperta.com,,,,,,Prestataire
Axiz eBusiness,"Axiz eBusiness, spécialiste des méthodes webmarketing, accompagne les entreprises dans la mise en oeuvre de leur stratégie de développement commercial.",#marketing,#ecommerce,,48.694931,2.61527,1 allée François Villon,77170,Brie-Comte-Robert,2002,www.axiz.fr,axizebusiness,https://www.facebook.com/formation.web.marketing,,http://www.linkedin.com/company/axiz-ebusiness,,Prestataire
Backelite,"Backelite est une agence spécialisée dans le design, la conception et le développement de services mobiles, tablettes et télévisions connectées. ",#design,#mobile,#tvconnectee,48.88068,2.32629,7 rue de Bucarest,75008,Paris,2006,www.backelite.com,AgenceBackelite,https://www.facebook.com/pages/Agence-Backelite/211793522252484,,http://www.linkedin.com/company/246525,,Prestataire
Be Angels,Be Angels est une agence 100% communication digitale et réseaux sociaux.,#communication,#digital,#reseauxsociaux,48.83646,2.24385,52 rue de la Belle Feuille,92100,Boulogne Billancourt,,be-angels.fr,_beangels_,https://www.facebook.com/just.be.angels,,,,Prestataire
Beasty Prod,"Beasty Prod est une agence de production et de conseil qui développe des programmes multi-supports, participatifs et communautaires et s'oriente vers de nouvelles façons de raconter l’information, la fiction et la communication.",#conseil,#communication,,48.859219,2.38637,151 rue de la Roquette,75011,Paris,,www.beastyprod.fr,Beastyprod,http://fr-fr.facebook.com/beasty.prod.7,,,,Prestataire
Blueight,"Blueight est une société spécialisée dans linformatique et le développement durable qui propose des service de conseil, d’audit, d’intégration et d’ingénierie.",#greenIT,#developpement,#durable,48.83601,2.23545,150 rue Galliéni,92100,Boulogne-Billancourt,2011,www.blueight.com,,,,,,Prestataire
Bluenove,Bluenove est une agence conseil pour la stratégie et la mise en œuvre de démarches d'open innovation.,#conseil,#openinnovation,,48.841164,2.237220,67 rue d'Aguesseau,92100,Boulogne Billancourt,2008,www.bluenove.com,bluenove,,,http://www.linkedin.com/company/227145,,Prestataire
Chugulu Games,Chugulu Games est une agence spécialisée en communication ludo-éducative et en divertissement digital qui fabrique des créations numériques pour le web et le mobile.,#communication,#ludoeducatif,,48.86187,2.35063,64 rue Rambuteau,75003,Paris,2006,www.chugulu.biz,Chugulu,https://www.facebook.com/chugulugames,,http://www.linkedin.com/company/1441529,,Prestataire
Communication Digitale,"Communication Digitale conseille et accompagne le développement des entreprises (startup, TPE ou PME) des agences ou des professionnels.",#digital,#strategie,#communication,48.8564,2.43744,5 rue Marcelin Berthelot,93100,Montreuil,1995,www.fondation-communication.com,reseau_france,https://www.facebook.com/france.miremont,https://plus.google.com/110486748496810380827,http://www.linkedin.com/in/francemiremont,,Prestataire
Creads,"Creads est une agence participative spécialisée dans la création de noms, logos, webdesign, print qui s'appuie sur le talent des membres de sa plateforme communautaire.",#creation,#crowdsourcing,#marketplace,48.867641,2.34602,112 rue reaumur,75002,Paris,2008,www.creads.org,creads,https://www.facebook.com/creads,https://plus.google.com/+creads,http://www.linkedin.com/company/336973,,Prestataire
Creaktif,"Creaktif est un studio de création numérique, spécialisé dans la création de sites web, d'applications mobile et tablette, applications facebook, serious game, motions, et d'installations interactive.",#webdesign,#multimedia,,48.867900,2.351414,3 rue d'Alexandrie,75002,Paris,2010,www.creaktif.com,creaktif,https://www.facebook.com/creaktifagency,,http://www.linkedin.com/company/creaktif,,Prestataire
Dataveyes,Dataveyes raconte des histoires à partir de vos données sous la forme de visualisations interactives.,#interactif,#dataviz,#journalisme,48.89006,2.40316,24 rue du Pré Saint-Gervais,93500,Pantin,2010,www.dataveyes.com,dataveyes,https://www.facebook.com/dataveyes,,http://www.linkedin.com/company/1576301,,Prestataire
DayDreamer Studio,"DayDreamer Studio est spécialisé dans le game marketing, la communication à travers l’événementiel, les gadgets et la réalisation d'expériences vidéoludiques.",#gamemarketing,#communication,#geek,48.80925,2.36479,11 rue Carnot,94270,Kremlin Bicêtre,2013,www.daydreamerstudio.fr,DDreamer_S,https://www.facebook.com/DDreamer.Studio,https://plus.google.com/110422884673786418364,,,Prestataire
Digital Immersion,"Digital Immersion est une agence d’imagerie virtuelle spécialisée dans la création et la diffusion de vidéos 360°, de photos panoramiques et de visites virtuelles pour le web et le mobile.",#video,#360,#photo,48.83942,2.25769,114 rue Michel-Ange,75016,Paris,,www.digitalimmersion.com,,,,,,Prestataire
Digital Mammouth,"Digital Mammouth est une agence de développement web spécialisée dans la conception et l'implémentation d'applications sociales et e-commerce avec un focus sur les méthodologies agiles, la qualité des interfaces et la haute performance.",#apps,#developpement,#ecommerce,48.87685,2.3329,62 rue Saint-Lazare,75009,Paris,2010,www.digitalmammouth.com,digitalmammouth,https://www.facebook.com/digitalmammouth,,,,Prestataire
Digitalkeys,Digitalkeys est une agence de communication digitale.,#communication,#digital,,48.864071,2.35502,78 rue Beaubourg ,75003,Paris,2007,www.digitalkeys.fr,,https://www.facebook.com/WLoveW,,http://www.linkedin.com/company/1345826,,Prestataire
Digiworks,"Digiworks est une agence marketing de création interactive : advergame, socialgame, gamification.",#creation,#interactive,#ludique,48.869598,2.35122,41 rue Beauregard,75002,Paris,2008,www.digiworks.fr,DigiworksStudio,https://www.facebook.com/digiworksStudio,,http://www.linkedin.com/company/2084227,,Prestataire
Drixe,Drixe est une agence conseil en en communications digitales.,#communication,#digital,#web,48.85868,2.44043,51 avenue du Président Wilson,93100,Montreuil,2010,www.drixe.net,drixe,https://www.facebook.com/drixe69,https://plus.google.com/115916426717344588499,http://www.linkedin.com/in/drixe,,Prestataire
eYeka,eYeka est une plateforme communautaire d'innovation ouverte qui permet à ses membres de relever des défis et de résoudre des problèmes avec leurs idées.,#innovationouverte,,,48.872162,2.30904,79 rue la Boetie,75008,Paris,2006,www.eyeka.net,eyeka,https://www.facebook.com/eYekaGlobal,,http://www.linkedin.com/company/eyeka,,Prestataire
faberNovel,"faberNovel est une agence d’innovation qui associe les technologies, le design et les usages émergents pour inventer de nouveaux produits, services et expériences.",#design,#innovation,#usages,48.868328,2.36601,17  rue Faubourg du Temple,75010,Paris,2003,www.fabernovel.com,faberNovel,http://www.facebook.com/faberNovel,,http://www.linkedin.com/company/78988,,Prestataire
Fivetouch,Fivetouch est une agence de création mobile et d'ingénierie applicative.,#innovation,#creation,#mobile,48.857342,2.38393,10 rue Mercœur,75011,Paris,2011,www.fivetouch.fr,fivetouch,https://www.facebook.com/fivetouch,,http://www.linkedin.com/company/fivetouch,,Prestataire
Grouek,Grouek est un studio de création interactive qui conçoit et créée des expériences numériques innovantes.,#creation,#interactive,#innovation,48.86298,2.36815,7 rue Oberkampf,75011,Paris,2000,www.grouek.com,grouek,https://www.facebook.com/grouek,,http://www.linkedin.com/company/1139284,,Prestataire
Guru Guru,Guru Guru est une agence conseil en stratégie et en production digitale.,#strategie,#production,#digital,48.87859,2.31381,16 rue de Vezelay,75008,Paris,2012,www.guruguru.fr,gurugurufr,https://www.facebook.com/GuruGuruFR,https://plus.google.com/100265576806038381133,,,Prestataire
Happy Content,Happy Content fournit des contenus aux professionnels de l’Internet. ,Prestataire,"Plateformes médias, web agency, sites web",,48.856041,2.37583,80 rue de la Roquette,75011,Paris,2007,www.happycontent.com,,,,,,Prestataire
i-Marginal,"i-Marginal est une agence digitale pour la conception, la réalisation, le développement et la création de contenus pour tous les écrans et supports numériques.",#digital,#web&mobile,,48.849447,2.35398,16 boulevard Saint Germain,75005,Paris,1997,www.imarginal.com,imarginal,,,http://www.linkedin.com/company/2448073,,Prestataire
Incognito Interactive,Incognito Interactive est un studio de design interactif.,#interactif,#ergonomie,#webdesign,48.825986,2.226908,16 rue Troyon,92310,Sèvres,2004,www.incognito-interactive.com,jcbaudot,,,,,Prestataire
Inovia-Team,Inovia-Team est une société d'ingénierie web qui accompagne des startups dans leurs projets d'innovation.,#innovation,#ingenierie,#startups,48.883362,2.34782,13 boulevard de Rochechouart,75009,Paris,2007,www.inovia.fr,inoviateam,https://www.facebook.com/pages/Inovia-Team/147815591928404,,http://www.linkedin.com/company/inovia-team,,Prestataire
ISlean Consulting,"ISlean Consulting est un cabinet de conseil en stratégie, Lean management et organisation des systèmes d'informations.",#conseil,#leanmanagement,#strategie,48.816872,2.3006,32 rue Guy Moquet,92240,Malakoff,2008,www.islean-consulting.fr,isleanfr,,,http://www.linkedin.com/company/islean-consulting,,Prestataire
ITEMS International,"ITEMS International est une société de conseil qui rassemble des associés et consultants de haut niveau dans les secteurs de l’internet, des télécoms, de la télévision et des systèmes d’information.",#telecoms,#opendata,#internet,48.86031,2.36797,70 rue Amelot,75011,Paris,1992,www.items.fr,ITEMSint,https://www.facebook.com/ItemsInternational,,http://www.linkedin.com/company/items-international,,Prestataire
Izimobi,Izimobi est spécialisée dans le marketing direct sur téléphone mobile pour les points de vente.,#mobile,#marketing,,48.405788,2.70192,74 rue Grande,77300,Fontainebleau,2009,www.izimobi.fr,izimobi,https://www.facebook.com/izimobi.france,,,,Prestataire
JoliCode,JoliCode est une agence experte dans la réalisation de projets web et mobiles de qualité.,#web&mobile,,,48.859589,2.37914,16 avenue Parmentier,75011,Paris,2012,www.jolicode.com,JoliCode,https://www.facebook.com/JoliCode,https://plus.google.com/113059909911594633484,,,Prestataire
Journalism++,Journalism++ est un réseau de journalistes de données qui développent des récits à partir de données.,#dataviz,#journalisme,,48.86462,2.35804,21 rue des Vertus,75003,Paris,2011,www.jplusplus.org,jplusplus_,,,,,Prestataire
La Netscouade,"La Netscouade est une agence digitale pionnière du web social, leader en innovation, communication d'influence, rich media et production web et mobile.",#digital,#websocial,#mobile,48.84967,2.38001,8 passage Brûlon,75012,Paris,2007,www.lanetscouade.com,lanetscouade,https://www.facebook.com/lanetscouade,,http://www.linkedin.com/company/260333,,Prestataire
Le Grand Studio,Le Grand Studio est une agence spécialisée dans les médias sociaux.,#socialmedia,,,48.828751,2.24049,1 place Paul Verlaine,92100,Boulogne Billancourt,2009,www.legrandstudio.com,legrandstudio,https://www.facebook.com/legrandstudio,,,,Prestataire
Les Argonautes,"Les Argonautes est une agence de communication à l'ère du digital, une agence hybride et responsive.",#hybride,#responsive,#digital,48.849602,2.38784,224 rue du Faubourg Saint-Antoine,75012,Paris,1994,www.les-argonautes.fr,lesargonautes,https://www.facebook.com/lesargonautes.fr,,http://www.linkedin.com/company/les-argonautes,,Prestataire
Les Chinois,Les Chinois est une agence de communication interactive.,#communication,#interactive,,48.855629,2.36317,4 rue de Jarente ,75004,Paris,2002,www.leschinois.com,leschinoistweet,https://www.facebook.com/AgenceLesChinois,,http://www.linkedin.com/company/69106,,Prestataire
Lesmobilizers,Lesmobilizers est une agence spécialisée dans la conception et le développement d'applications mobiles innovantes.,#mobile,,,48.868865,2.350711,127 rue d'Aboukir,75002,Paris,2009,www.lesmobilizers.com,lesmobilizers,https://www.facebook.com/pages/Lesmobilizers/151035719380,,http://www.linkedin.com/company/565593,,Prestataire
L'Ile des Médias,L'Ile des Médias est une agence digitale interactive qui intègre une unité spécialisée sur les nouvelles technologies d'affichage interactif.,#web,#mobile,#affichage,48.867821,2.34089,15 rue de la Banque,75002,Paris,1996,www.ile-des-medias.com,,,,http://www.linkedin.com/company/1892169,,Prestataire
Linagora,"Linagora est un éditeur de logiciels de communication et de collaboration opensource qui propose également une gamme de services professionnels, de formations et de conseil.",#opensource,,,48.88517,2.2447,80 rue Roque de Fillol,92800,Puteaux,2000,www.linagora.com,linagora,https://www.facebook.com/Linagora,https://plus.google.com/110831155962387402340,http://www.linkedin.com/company/21242,,Prestataire
Localeo,"Localeo est un fournisseur d’applications hébergées au service des collectivités territoriales, des associations ou organisations professionnelles qui servent à optimiser ou simplifier la Gestion Relation Citoyen.",#grc,#collectivites,,48.848862,2.32424,15 rue de l'Abbé Grégoire,75006,Paris,2002,www.localeo.com,localeo,https://www.facebook.com/Localeo,,http://www.linkedin.com/company/1111360,,Prestataire
Miratech,Miratech est une entreprise d’ergonomie web et de conception centrée utilisateurs qui intervient sur tous les types d'interfaces numériques.,#ergonomie,#etude,#usercentric,48.8708,2.34321,14 rue d'Uzès,75002,Paris,2005,www.miratech.fr,miratech,,,,,Prestataire
Motiv'Solutions,Motiv'Solutions propose des solutions interactives pour l'éducation et l'enseignement.,#innovation,#numerique,#education,48.93803,2.13286,14 rue gambetta,78600,Mesnil le Roi,2008,www.motivsol.com,,,,,,Prestataire
Multeam,Multeam accompagne les entreprises qui ont des projets de développement dans leur démarche de levée de fonds auprès des investisseurs.,,,,48.876961,2.31503,3 rue Treilhard,75008,Paris,,www.multeam.fr,,,,,,Prestataire
Navidis,"Navidis apporte des solutions innovantes aux acteurs et usagers de la Smart City et, avec ses solutions interactives multimédias, se positionne sur le segment du SoLoMo (Social / Local / Mobile).",#solomo,#smartcity,,48.82148,2.252705,2 place Jules Gévelot,92130,Issy-les-Moulineaux,,www.navidis.com,NaviTwitt,,,,,Prestataire
Nealite,Nealite est une agence de design de services et d'expérience utilisateur.,#design,#UX,,48.871448,2.34791,10 rue du Faubourg Poissonnière,75010,Paris,2005,www.nealite.fr,nealite,https://www.facebook.com/nealite,,http://www.linkedin.com/company/32775,,Prestataire
Nearbee,Nearbee propose la création d'outils collaboratifs sur-mesure pour les entreprises.,#collaboratif,,,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2007,www.nearbee.com,,,,http://www.linkedin.com/company/312493,,Prestataire
Neocamino,Neocamino accompagne les TPE/PME dans leur développement sur internet et propose un outil en ligne pour les aider à trouver des clients.,#marketing,#tpe-pme,,48.848579,2.32087,101 rue de Sèvres,75001,Paris,2012,www.neocamino.com,neocamino,https://www.facebook.com/neocamino,,http://www.linkedin.com/company/2675641,,Prestataire
NetDevices,NetDevices est une société spécialiste des technologies Internet qui conçoit et réalise des applications web et mobiles.,#web,#mobile,,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2009,www.netdevices.fr,NetDevicesSAS,https://www.facebook.com/pages/NetDevices/179904762046034,,http://www.linkedin.com/company/netdevices-sas,,Prestataire
New3S,"New3S est un éditeur d'applications web et mobiles, un intégrateur de technologies et un prestataire de services.",#web3d,#mobile,,48.834278,2.41382,62 avenue Robert André Vivien,94160,Saint-Mandé,2003,www.new3s.com,New3S,https://www.facebook.com/New3S,,http://www.linkedin.com/company/472468,,Prestataire
NoDesign,"Nodesign est une agence d'innovations et de design numérique qui conçoit des produits, des services, des espaces innovants urbains et des projets de recherches.",#design,,,48.851509,2.3927,12 passage Turquetil,75011,Paris,2001,www.nodesign.net,nodesign,https://www.facebook.com/nodesign.net,,,,Prestataire
Nokinomo,"Nokinomo est une agence de design interactif qui développe des outils innovants au service de la créativité, de l’architecture, de la communication et du marketing.",#design,#interactif,,48.84465,2.23993,54 rue des Tilleuls,92100,Boulogne-Billancourt,2007,www.nokinomo.com,nokinomo,https://www.facebook.com/nokinomo,,http://www.linkedin.com/company/853711,,Prestataire
Octave & Octave,Octave & Octave est une agence digitale qui allie design créatif et innovation technologique pour concevoir et créer des applications web et mobiles.,#design,,,48.859638,2.3553,38 rue des Blancs Manteaux,75004,Paris,2008,www.octaveoctave.com,OctaveOctave,https://www.facebook.com/octaveoctave,,http://www.linkedin.com/company/453250,,Prestataire
Pasteke.com,Pasteke.com est une agence de communication globale.,#communication,#web,#publicite,49.000622,1.6755,8 rue costes et bellonte,78200,Mantes la Jolie,2005,www.pasteke.com,pasteke_,Www.facebook.com/pastekefan,https://plus.google.com/113645891726293520009,,,Prestataire
Pierlis,"Pierlis est une agence spécialisée dans le développement d'applications web, mobiles et de bureau et propose des solutions de plateformes e-commerce, de publication de contenu et de diffusion de vidéos.",#web,#ecommerce,,48.87083,2.34703,8 boulevard Poissonnière,75009,Paris,,www.pierlis.com,,,,,,Prestataire
PlaySoft,Playsoft est une agence de communication digitale spécialisée dans la création d'applications et de jeux vidéo mobiles.,#mobile,#jeu,,48.865629,2.392446,18 rue Soleillet,75020,Paris,2004,www.playsoft.fr,PlaysoftCorp,https://www.facebook.com/pages/Playsoft/228311306331,,http://www.linkedin.com/company/playsoft,,Prestataire
Profileo,Profileo est un agence de création de sites web spécialisée dans le e-commerce et le webmarketing avec une expertise Prestashop et Magento.,#ecommerce,#web,#marketing,48.84364,2.32258,3 rue de l'Arrivée,75014,Paris,2001,www.profileo.com,Profileo,https://www.facebook.com/pages/Profileo/496374283729871,https://plus.google.com/106570232975916296219,,,Prestataire
Reciproque,Reciproque est une société de conseil et d'ingénierie multimédia pour les musées et les centres culturels.,#culture,#multimedia,,48.85952,2.38269,12 rue Saint Maur,75011,Paris,2006,www.reciproque.com,reciproque,https://www.facebook.com/reciproque.multimedia,,http://www.linkedin.com/company/reciproque,,Prestataire
Remu,Remu est une agence créative qui développe et réalise des contenus multimédias pour des dispositifs de diffusions innovants et des scénographies sonores.,#multimedia,#son,,48.888969,2.353587,12 rue d'Oran,75018,Paris,2006,www.remu.fr,,https://www.facebook.com/pages/REMU/462934270146,,,,Prestataire
Skeelbox,Skeelbox est une agence de conseil et de stratégie ecommerce.,#conseil,#strategie,#ecommerce,48.876446,2.351271,82 rue d'Hauteville,75010,Paris,2012,www.skeelbox.com,skeelbox,https://www.facebook.com/Skeelbox,,http://www.linkedin.com/company/2939195,,Prestataire
Spintank,"Spintank est une agence de conseil en communication corporate et publique, à l’heure du web.",#conseil,#communication,#web,48.850472,2.38901,50 rue de Montreuil,75011,Paris,2006,www.spintank.fr,spintank,https://www.facebook.com/spintank,,http://www.linkedin.com/company/841679,,Prestataire
Steaw,Steaw est un studio de webdesign.,#webdesign,,,48.867458,2.33608,46 rue Sainte-Anne,75002,Paris,2008,www.steaw-webdesign.com,,,,,,Prestataire
Studio Lumini,Lumini est un studio de production digitale pluridisciplinaire.,#pluridisciplainaire,#digital,#video,48.866539,2.3758,6 passage de la fonderie,75011,Paris,2004,www.lumini.fr,lumini,http://www.facebook.com/StudioLumini,,http://www.linkedin.com/company/lumini-,,Prestataire
ThePixelHunt,"ThePixelHunt, spécialiste d'architecture transmedia et de scénarisation interactive, fait de l'info en jeu vidéo.",#newsgame,#dataviz,#webdoc,48.875851,2.3741,8 rue Burnouf,75019,Paris,2009,www.thepixelhunt.com,thepixelhunt,,,http://www.linkedin.com/florentmaurin,,Prestataire
Think-Out,"Think-Out est un cabinet d’étude et de conseil spécialisé dans les médias, les marques et la mutation numérique.",#conseil,#etude,#numerique,48.863682,2.37025,40 boulevard Voltaire,75011,Paris,2004,www.think-out.fr,thinkoutfr,http://www.facebook.com/pages/Think-Out/113943681955823,,http://www.linkedin.com/company/think-out,,Prestataire
Ubimix,"Ubimix développe des outils d'automatisation pour la création d'information sous la forme de cartes, d'images zoomables, et de mashups entre différentes sources hétérogènes.",#interactif,#mashups,#developpement,48.81586,2.362014,14 rue Voltaire,94270,Le Kremlin-Bicêtre,2010,www.ubimix.com,ubimix,,,http://www.linkedin.com/company/ubimix,,Prestataire
User Studio,"User Studio est une agence d'innovation par le design de services qui aide les entreprises et les collectivités à imaginer, concevoir et réaliser leurs nouveaux services.",#design,#usercentric,,48.893959,2.35278,110 rue des Poissonniers,75018,Paris,2009,www.userstudio.fr,UserStudio,http://www.facebook.com/userstudio,,http://www.linkedin.com/company/242322,,Prestataire
Uzful,Uzful est une agence digitale et social media à vocation utile.,#socialmedia,#digital,,48.859081,2.42587,135 boulevard chanzy,93100,Montreuil,2010,www.uzful.fr,uzful,https://www.facebook.com/uzful,,http://www.linkedin.com/company/uzful,,Prestataire
Vectuel,"Vectuel est spécialisée dans la création de maquettes 3D temps réel et propose la réalisation de simulations permettant de valoriser des projets en les rendant intelligibles au plus grand nombre.

",#urbanisme,#3d,,48.851143,2.372503,47 rue de Charenton,75012,Paris,2004,www.vectuel.com,,http://www.facebook.com/pages/Vectuel/221058037962612,,,,Prestataire
WeDoData,"WeDoData est une agence de design d'informations, spécialisée dans la création de dataviz print et web : recherche de données, scrapping, narration, interactivité, création graphique originale, développement HTML5.",#infodesign,#dataviz,#journalisme,48.874039,2.34561,26 rue Richer,75009,Paris,2010,www.wedodata.fr,,https://www.facebook.com/WeDoData,,,,Prestataire
Youand,"Youand est une agence spécialisée en design interactif et propose une approche centrée sur l'utilisateur dont l'objectif est de faciliter et de simplifier l'appropriation, l'adhésion et la relation.",#UX,#design,#usercentric,48.867762,2.390652,56 rue de la Bidassoa,75020,Paris,,www.youand.eu,,,,,,Prestataire
