Nom,Description,Tag 1,Tag 2,Tag 3,Latitude,Longitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
Acute Games - Boostr,"Acute Games - Boostr produit Urban Rivals, jeu multi-joueurs gratuit avec plus de 800 personnages à découvrir, collectionner et faire évoluer pour combattre en direct des joueurs du monde entier.",#jeu,,,48.84034,2.39081,16 rue Dubrunfaut,75012,Paris,2005,www.urban-rivals.com,urbanrivals,https://www.facebook.com/urbanrivals,,http://www.linkedin.com/company/1512985,,Entreprise
Adebe Networks ,"Adebe networks développe des concepts de services d’accès à l’information via le web et le mobile et déploie son expertise dans de nombreux domaines : l’ergonomie, le design, le (e)marketing, le pricing, les business models et la valeur d’usage.",#apps,,,48.849918,2.37272,16 rue Moreau,75012,Paris,2000,www.adebenetworks.com,,,,,,Entreprise
AD-Invaders,AD-Invaders est à la fois une agence de conseil et un studio de jeux vidéo spécialiste du serious gaming. ,#jeu,#seriousgaming,,48.817982,2.33021,2 rue Danton,92120,Montrouge,,www.ad-invaders.com,adinvaders,https://www.facebook.com/pages/AD-Invaders/177004672389057,,http://www.linkedin.com/company/393024,,Entreprise
Advestigo,Advestigo propose une technologie d'empreintes numériques qui protège les contenus audio ou vidéo et permet leur distribution légale sur Internet.,#securite,#empreinte,,48.84193,2.22108,1 rue Royale,92210,Saint Cloud,,www.advestigo.com,,,,http://www.linkedin.com/company/57701,,Entreprise
Adways,Adways est spécialisée dans le rich média interactif et assure le développement de solutions et d’applications innovantes pour tous les supports en ayant recours à la vidéo enrichie.,#richmedia,#video,#immersif,48.875179,2.32361,2 rue de la Pépinière,75008,Paris,2010,www.adways.com,,https://www.facebook.com/adways.sas,,http://www.linkedin.com/company/2868632,,Entreprise
Aerys,"Aerys propose Minko, une technologie permettant de réaliser des applications 3D sur le web et sur mobiles, et Orbit, une technologie pour l’internet des objets.",#3d,#objetsconnectes,,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2010,www.aerys.in,AerysInnovation,https://www.facebook.com/aerysinnovation,,http://www.linkedin.com/company/1880115,,Entreprise
Agilab,"AgiLab offre une nouvelle génération d’applications web LIMS (Laboratory Information Management System) et ELN (Electronic Laboratory Notebook) pour la gestion de l’information dans les laboratoires de recherche, développement et contrôle qualité.",#apps,#laboratoires,,48.871109,2.393599,24 rue de l'Est,75020,Paris,2010,www.agilab.fr,,,,http://www.linkedin.com/company/agilab,,Entreprise
Agora plus,Agora Plus est un éditeur de logiciels qui propose des solutions full web aux collectivités locales.,#logiciel,#collectivites,,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2005,www.agoraplus.fr,,,,,,Entreprise
Agorabox,"Agorabox développe un logiciel libre permettant d'emmener partout son bureau numérique avec ses applications et ses fichiers, le tout sur une clé USB de 8GB.",#opensource,#stockage,#usb,48.868664,2.3867,5 rue Eupatoria,75020,Paris,2008,www.agorabox.org,agorabox,,,http://www.linkedin.com/company/agorabox,,Entreprise
Agoralogie,"Agoralogie est spécialisée dans la gestion de projets de travail collaboratif pour le web sémantique et l'étude des mesures de la qualité du travail, pour des résultats exploités scientifiquement.",#semantique,,,48.85141,2.37942,6  rue de Candie,75011,Paris,,www.agoralogie.fr,Agoralogie,,,,,Entreprise
Agorize,"Agorize, éditée par Studyka, est une plateforme SaaS dédiée à l’animation de communauté dans le but d’identifier les personnes les plus qualifiées et de les associer à la définition de la stratégie de l’organisation et à ses processus d’innovation.",#rh,#openinnovation,,48.83078,2.3144,5 rue des Suisses,75014,Paris,2011,www.agorize.com,,,,http://www.linkedin.com/company/1477703,,Entreprise
Airbnb,Airbnb est une plateforme communautaire de location de logements entre particuliers.,#economiecollaborative,#logement,,48.873089,2.3448,3 rue de Montyon,75009,Paris,2008,www.airbnb.fr,airbnb_fr,https://www.facebook.com/AirbnbFrance,,http://www.linkedin.com/company/309694,,Entreprise
Akamedia,Akamedia propose des services de production de contenus audiovisuels et des solutions de distribution pour tous les écrans.,#audiovisuel,,,48.837639,2.2847,2 villa Thoréton,75015,Paris,2003,www.akamedia.net,akamedia,https://www.facebook.com/pages/Akamedia/262525683655,,http://www.linkedin.com/company/akamedia,,Entreprise
Akare,Akare est un éditeur de logiciels de gestion et d'applications collaboratives en ligne.,#apps,,,48.870593,2.304993,66 avenue de Champs Elysées,75008,Paris,2007,www.akare.eu,,,,http://www.linkedin.com/company/akare,,Entreprise
Alcatel-Lucent,"Alcatel-Lucent est un leader des technologies mobiles, fixes, IP et optiques, ainsi qu’un précurseur dans le domaine des applications et des services.",#equipement,#telecoms,,48.662532,2.238112,7 route de Villejust,91620,Nozay,2006,www.alcatel-lucent.com,AlcatelLucent,,,http://www.linkedin.com/company/1058,,Entreprise
Aldebaran Robotics,"Aldebaran Robotics est une société spécialisée dans la robotique. Elle a créé Nao, un robot humanoïde programmable.",#robotique,,,48.829922,2.31015,170 rue Raymond Losserand,75014,Paris,2005,www.aldebaran-robotics.com,AldebaranR,,,http://www.linkedin.com/company/98040,,Entreprise
Alert.Us,Alert.Us est une application mobile qui permet aux enfants d’obtenir l’aide de leurs proches dès qu’ils ont besoin d’assistance.,#securite,#enfants,#mobile,48.8746,2.30392,7 avenue de Friedland,75008,Paris,2011,www.alert.us,AlertUs,https://www.facebook.com/pages/AlertUs/191696730924046,,,,Entreprise
Alfstore,Alfstore est un éditeur de solutions qui construit des applications sociales orientées métier pour Alfresco.,#apps,#alfresco,,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2010,www.alfstore.com,Alfstore,,,http://www.linkedin.com/company/915876,,Entreprise
Alice Innovation,Alice Innovation produit des solutions informatiques et des services technologiques dédiés au développement et au soutien de l'innovation.,#informatique,,,48.835155,2.536097,3 boulevard Georges Méliès,94350,Villiers sur Marne,,www.alice-innovation.com,,,,,,Entreprise
Alioscopy,Alioscopy développe des solution et services 3D qui ne nécessitent pas le port de lunettes 3D pour être regardés. ,#3d,,,48.870940,2.394663,3 rue de l'Est,75020,Paris,1987,www.alioscopy.com,Alioscopy,,,,,Entreprise
All Together,All Together est un réseau social de partage d'activités de loisirs en réel.,#reseausocial,#loisirs,#ingenierie,48.89254,2.16894,17 rue Raymond Queneau,92500,Rueil-Malmaison,2012,www.all-together.net,AllTogetherNet,http://facebook.com/AllTogether,https://plus.google.com/103028441603721567999,http://www.linkedin.com/company/all-together,,Entreprise
Allmyapps,Allmayapps développe un App Store pour Windows qui permet de découvrir et de gérer les applications sur PC.,#apps,#store,,48.881618,2.31294,8 rue de la Terrasse,75017,Paris,2009,www.allmyapps.com,allmyapps,https://www.facebook.com/allmyapps,,http://www.linkedin.com/company/allmyapps,,Entreprise
AlloCadeau,AlloCadeau est une conciergerie en ligne d'idées cadeaux.,#conciergerie,#cadeaux,,48.849209,2.37359,65 avenue Ledru-Rollin,75012,Paris,,www.allocadeau.com,AlloCadeau,https://www.facebook.com/AlloCadeau,,,,Entreprise
Alphacode,Alphacode propose des outils pour l'extraction d'information à partir de documents papier et offre des services pour la lecture et l'interprétation automatique des données.,#data,#extraction,,48.721779,2.0948,26 rue Mars,78110,Magny les Hameaux,,www.alphacode.eu,,,,,,Entreprise
AlphaUi,AlphaUi a lancé un prototype innovant pour donner efficacité et confort de saisie aux équipements de la mobilité sous la forme d'un clavier dorsal qui s’intègre aux smartphones et tablettes mobiles.,#equipement,#mobile,#interface,48.893959,2.35278,110 rue des Poissonniers,75018,Paris,2008,www.alphaui.com,AlphaUi_,,,,,Entreprise
Altadyn,Altadyn propose des solutions web 3D pour créer des sites et organiser des événements collaboratifs synchrones.,#web3d,#immersif,#collaboration,48.720039,2.279541,2 route de la Bonde,91300,Massy,2002,www.3Dxplorer.com,Altadyn,http://www.facebook.com/pages/3DXplorer/183262528362198,,http://www.linkedin.com/company/altadyn,,Entreprise
Alter Way,Alter Way est un opérateur de services open source dédié au Ddigital et au système d’information qui se démarque par son ADN 100 % opensource et sa démarche résolument devops et industrielle.,#opensource,,,48.84193,2.22108,1 rue Royale,92210,Saint cloud,,www.alterway.fr,alterway,,,,,Entreprise
Altic,"Altic est un intégrateur de solutions open source qui propose des ALTernatives pour votre système d'Information et de Communication en matière de business intelligence, de gestion de données et d'outils collaboratifs.",#opensource,#businessintelligence,#dataviz,48.872478,2.34463,25 rue Bergère,75009,Paris,2004,www.altic.org,Altic_Buzz,,,http://www.linkedin.com/company/2059534,,Entreprise
Alvarum,"Alvarum donne accès aux associations à des solutions clé en main, sans coût d’entrée, pour collecter des fonds et promouvoir leur cause.",#associations,#fundraising,#dons,48.893959,2.35278,110 rue des Poissonniers ,75018,Paris,2008,www.alvarum.fr,Alvarumfr,https://www.facebook.com/alvarumfr,,http://www.linkedin.com/company/1686469,,Entreprise
Amen,"Amen est fournisseur de noms de domaine, d'hébergement de serveurs et de plateformes eCommerce.",#hebergement,#ecommerce,,48.869621,2.30977,12 rond point des Champs Elysées,75008,Paris,1999,www.amen.fr,amenfrance,https://www.facebook.com/amensas,,http://www.linkedin.com/company/1173425,,Entreprise
AMI Software,AMI Software est un éditeur de logiciels spécialisé dans les solutions de veille stratégique et d'intelligence économique.,#logiciel,#veille,#businessintelligence,48.845879,2.37827,46 avenue Daumesnil,75012,Paris,,www.amisw.com,ami_software,http://www.facebook.com/pages/AMI-Software/348124865173,,http://www.linkedin.com/company/139708,,Entreprise
Anabole,"Anabole est spécialisée dans la réalisation de produits numériques, l'édition et la recherche.",#multimedia,#edition,#recherche,48.885818,2.3232,23 rue Nollet,75017,Paris,1993,www.anabole.com,,,,,,Entreprise
Anakeen,"Experts en valorisation de l'information et haute technologie qui proposent Dynacase, une plateforme PHP pour développer et exécuter des applications web.",#apps,,,48.85046,2.38612,33 rue de Montreuil,75011,Paris,1998,www.anakeen.com,anakeen,,,http://www.linkedin.com/company/1200984,,Entreprise
Anevia,"Anevia propose des solutions IPTV and OTT (over-the-top) TV pour live et vidéos à la demande en streaming sur les écrans TV, ordinateurs, tablettes et mobiles. ",#video,#streaming,#multiecrans,48.813969,2.34334,1 rue René Anjolvy,94250,Gentilly,2003,www.anevia.com,aneviaiptv,,,http://www.linkedin.com/company/40174,,Entreprise
Ant’Inno,Ant'Inno propose des solutions de gestion collaborative de documents.,#ged,,,48.861721,2.43492,29 rue de la Beaune,93100,Montreuil,2009,www.antinno.fr,,,,,,Entreprise
Apach Network,"Apach Network propose d'encoder, d'héberger et de diffuser en toute sécurité et dans un cadre légal, tout contenu audio/video en le rendant universellement accessible au travers des circuits de distribution traditionnelle.",#richmedia,#diffusion,#securite,48.686092,2.194073,3 avenue du Canada,91940,Les Ulis,,www.apachnetwork.com,,,,http://www.linkedin.com/company/897715,,Entreprise
Apila,Apila est une application mobile communautaire et en temps réel pour trouver des places de stationnement dans la rue.,#geolocalisation,#mobile,#stationnement,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2010,www.apila.fr,ApilaTweet,https://www.facebook.com/pages/Apila/10150119667740335,,,,Entreprise
AppartInfo,"AppartInfo est une plateforme communautaire qui fournit des avis et conseils d'habitants sur les villes, quartiers et résidences en France.",#logement,#avis,,48.833481,2.254,83 avenue Pierre Grenier,92100,Boulogne Billancourt,2011,www.appartinfo.com,appartinfo,https://www.facebook.com/APPARTINFO,https://plus.google.com/104010508393982552130,http://www.linkedin.com/company/1828129,,Entreprise
AppGratis,AppGratis est une application de recommandation d'applications mobiles gratuites.,#apps,#recommandation,#gratuit,48.882729,2.30615,48 rue Cardinet,75017,Paris,2008,www.appgratis.com,AppGratis,https://www.facebook.com/appgratis,,http://www.linkedin.com/company/2656106,,Entreprise
Appsfire,"AppsFire est une application de découverte, promotion et marketing d'applications mobiles.",#apps,#mobile,#marketing,48.84364,2.32258,3 rue de l'Arrivée,75015,Paris,2010,www.appsfire.com,appsfire,https://www.facebook.com/appsfire,,http://www.linkedin.com/company/388697,,Entreprise
Appsify,Appsify est une interface web intuitive qui permet de créer simplement des applications iOS.,#apps,#mobile,#developpement,48.868309,2.35707,48 rue Meslay,75003,Paris,2012,www.appsify.me,appsifyme,https://www.facebook.com/appsifyme,,http://www.linkedin.com/company/2462066,,Entreprise
Aquafadas,"Aquafadas développe des solutions pour l'édition numérique sur tablettes, smartphones, et des logiciels de création de contenus en Flash et HTML5, ainsi que pour la photo et l'édition de vidéo.",#edition,#bandedessinnee,#mobile,48.846161,2.37943,128 rue de Charenton,75012,Paris,2006,www.aquafadas.com,aquafadas,https://www.facebook.com/Aquafadas,,http://www.linkedin.com/company/337911,,Entreprise
Archicol,Archicol propose aux professionnels de l'édition des solutions logicielles simples et automatisées pour la production de contenus numériques dans le respect des normes de l'ePub.,#edition,#epub,#ebook,48.843559,2.35122,2 rue Saint-Médard,75005,Paris,2012,www.archicol.fr,,,,,,Entreprise
Architectures Multimédia,"Architectures Multimédia développe Index 3D, un outil de recherche et de visualisation 3D interactive de l'information destinée au grand public et aux professionnels.",#3d,,,48.85043,2.36872,36 boulevard de la Bastille,75012,Paris,,www.index3d.fr,,,,,,Entreprise
ArchiveZen,"ArchiveZen est une solution en ligne, simple et sécurisée d'archivage de documents.",#archivage,#documents,#securite,48.879516,2.336187,50 rue Notre-Dame de Lorette,75009,Paris,2011,www.archivezen.com,archivezen,,,,,Entreprise
Archos,"Archos est un fabricant d'appareils mobiles : tablettes, smartphones, lecteurs MP3/4 et liseuses.",#equipement,#mobile,,48.729672,2.235331,12 rue Ampère,91440,Igny,1998,www.archos.com,ARCHOSNews,https://www.facebook.com/Archosworldwide,,http://www.linkedin.com/company/18647,,Entreprise
Argia,"Argia édite Faascape, une plate-forme d'intermédiation entre clients et  producteurs de logiciels, qui donne accès à un catalogue de fonctionnalités facturées à l'usage.",#cloudcomputing,#soa,#api,48.841671,2.24194,16  rue Louis Pasteur,92100,Boulogne Billancourt,1994,www.argia.fr,faascapefr,,,http://www.linkedin.com/company/112422,,Entreprise
Arkamys,Arkamys propose des solutions logicielles qui permettent d'améliorer l'expérience des contenus sonores.,#son,,,48.893139,2.31974,31 rue pouchet,75017,Paris,1998,www.arkamys.com,ArkamysNews,,,http://www.linkedin.com/company/112443,,Entreprise
Armadillo,Armadillo est spécialisée dans le domaine des bases de données documentaires. Elle propose des solutions d'indexation permettant de gérer des fonds documentaires multimédia hétérogènes volumineux.,#ged,,,48.819031,2.28584,46 rue de la République,94170,Vanves,1998,www.armadillo.fr,,,,,,Entreprise
Art Graphique et Patrimoine,"Art Graphique et Patrimoine est une entreprise spécialisée dans le patrimoine culturel, historique et monumental. Ses départements photogrammétrie et multimédia offrent leurs services à tous les acteurs du patrimoine.",#culture,#realiteaugmentee,#multimedia,48.821629,2.46454,15 avenue Jean-Jaurès,94340,Joinville-le-Pont,1994,www.artgp.fr,,,,,,Entreprise
Arxsys,ArxSys est une société spécialisée dans les solutions d'investigation numérique et propose une application opensource permettant l'analyse de données sur n'importe quel support numérique.,#opensource,#data,#forensics,48.862,2.36152,21 rue Charlot,75003,Paris,2009,www.arxsys.fr,ArxSys,,,http://www.linkedin.com/company/1456742,,Entreprise
Askalll,"Askalll est un réseau social permettant de poser des questions et de les diffuser auprès de la communauté, sur les réseaux sociaux et sur son propre site via un widget, pour découvrir l'opinion des autres.",#question,#reseausocial,,48.871109,2.393599,24 rue de l'Est,75020,Paris,2012,fr.askalll.com,askalllFR,https://www.facebook.com/askalllFR,https://plus.google.com/100632596372392260046,http://www.linkedin.com/company/2431759,,Entreprise
Aspectize,Aspectize propose une nouvelle approche et des outils favorisant le développement accéléré d’applications lourdes en environnement Microsoft.,#developpement,#microsoft,,48.8592,2.35385,28 rue du Temple,75004,Paris,2007,aspectize.com,,,,http://www.linkedin.com/company/237668,,Entreprise
Ateme,"Ateme fournit des solutions technologiques de compression vidéo pour diffusion web, mobile et TV.",#video,,,48.765401,2.216119,26 rue Burospace - Route de Gisy,91570,Bièvres,1991,www.ateme.com,,,,http://www.linkedin.com/company/ateme,,Entreprise
Audionamix,Audionamix est une société de technologies innovantes spécialisée dans les processus de signalisation audio. ,#son,,,48.892029,2.37869,114 avenue de Flandre,75019,Paris,2003,www.audionamix.com,audionamix,,,http://www.linkedin.com/company/530552,,Entreprise
Augure,Augure propose une plateforme cross-canal permettant aux organisations de surveiller leur réputation on et offline et de gérer leurs relations publiques.,#ereputation,#veille,,48.8746,2.31245,15 rue de la Baume,75008,Paris,2002,www.augure.com,AugureRepMgmt,https://www.facebook.com/AugureRM,,http://www.linkedin.com/company/67174,,Entreprise
Avdice,Avdice est une application de recommandation de freelances. ,#marketplace,#freelance,#recommandation,48.848579,2.32087,101 rue de Sèvres,75007,Paris,2011,www.avdice.com,Avdice_official,,,http://www.linkedin.com/company/2752171,,Entreprise
Awdio,"Awdio est une plateforme de diffusion en streaming de musique 100% live 24h/24, 7j/7. Les lives sont captés et diffusés depuis les meilleurs clubs, lounges et concerts du monde entier. ",#musique,#streaming,,48.887619,2.35628,33 rue Stephenson,75018,Paris,2008,www.awdio.com,awdio,https://www.facebook.com/awdio,,http://www.linkedin.com/company/215152,,Entreprise
Axiatel,Axiatel est une plateforme de vente en ligne de solutions professionnelles à destination des petites et moyennes entreprises.,#ecommerce,#voip,,48.90406,2.25719,130 boulevard de Verdun,92400,Courbevoie,2009,www.axiatel.com,Axiatel,https://www.facebook.com/Axiatel,https://plus.google.com/+axiatel,http://www.linkedin.com/company/112383,,Entreprise
Ayotle,"Ayotle est une société, experte en vision par ordinateur, qui propose des logiciels et services innovants pour des applications interactives basées sur la capture de mouvements dans l’industrie des médias et du marketing digital.",#motioncapture,,,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2010,www.ayotle.com,Ayotle,,,http://www.linkedin.com/company/ayotle-sas,,Entreprise
Azurever,Azurever est une plateforme d'information et de réservation qui agrège automatiquement les produits touristiques et de loisirs issus de nombreux sites tiers.,#tourisme,#voyage,,48.869141,2.33256,2 rue Daunou,75002,Paris,,www.azurever.com,azurever,https://www.facebook.com/azurever,,,,Entreprise
B2B en-Trade,b2b en-Trade réseau professionnel d'échange doté d’un service de courtage qui permet à ses membres d'utiliser leurs produits ou leurs services comme mode de règlement.,#reseausocial,#interentreprises,#echange,48.869508,2.341908,28 place de la Bourse,75002,Paris,2010,www.b2b-en-trade.com,b2b_ENTRADE,,,,,Entreprise
Babble Planet,Babble Planet est une application ludique pour les 6-10 ans se focalisant sur l'apprentissage de l'anglais oral.,#jeu,#elearning,#anglais,48.858341,2.3725,26 rue du Chemin Vert,75011,Paris,2012,www.babbleplanet.com,BabblePlanet,https://www.facebook.com/BabblePlanet,,http://www.linkedin.com/company/2559815,,Entreprise
Babyloan,Babyloan est une plateforme communautaire de microcrédit solidaire.,#microcredit,#economiecollaborative,,48.81591,2.3006,14 impasse Carnot,92240,Malakoff,2008,www.babyloan.org,babyloan,https://www.facebook.com/Babyloan.org,,http://www.linkedin.com/company/900373,,Entreprise
Badtech,"Badtech est la société qui édite dismoioù,  plateforme web et mobile de réseautage social géolocalisé qui permet de découvrir de nouvelles adresses et de partager ses expériences.",#reseausocial,#mobile,#geolocalisation,48.869671,2.34412,33 rue des Jeuneurs,75002,Paris,2007,www.dismoiou.fr,dismoiou,https://www.facebook.com/pages/Dismoio%C3%B9Tellmewhere/223154981105583,,http://www.linkedin.com/company/1184934,,Entreprise
BancTec,"BancTec propose des solutions et services dans le traitement des documents, du contenu, des moyens de paiement et des informations de votre organisation.",#ged,,,48.850766,2.622725,1 rue de la Mare Blanche,77180,Noisiel,1972,www.banctec.fr,BancTecInc,,,,,Entreprise
Bankeez,"Bankeez est une plateforme sécurisée, web et mobile, qui simplifie toutes les collectes d'argent, entre proches et pour les associations.",#collecte,#argent,,48.86092,2.34238,1 rue Bailleul,75001,Paris,2011,www.bankeez.com,Bankeez,https://www.facebook.com/bankeez,,http://www.linkedin.com/company/1809735,,Entreprise
Baracoda,Baracoda est spécialisée dans la fourniture de solution de  capture de données connectée pour applications mobiles.,#bluetooth,#data,#rfid,48.870461,2.231742,25 quai Gallieni,92150,Suresnes,2001,www.baracoda.com,Baracoda_Traca,,,http://www.linkedin.com/company/27712,,Entreprise
Bearstech,"Bearstech est une société coopérative d’ingénieurs spécialisée en infogérance, hébergement et développement d'applications complexes.",#hebergement,#developpement,#apps,48.87065,2.341578,40 passage des Panoramas,75002,Paris,2004,www.bearstech.com,bearstech,,,http://www.linkedin.com/company/288753,,Entreprise
BeeChannels,"BeeChannels édite et publie Beebac, un réseau social gratuit de partage des savoirs scolaires et professionnels.",#reseausocial,#education,#socialschool,48.891374,2.348030,28 rue Eugène Sue,75018,Paris,2007,www.beechannels.com,beechannels,https://www.facebook.com/beechannels,,http://www.linkedin.com/company/2318431,,Entreprise
Beepjob,"Beepjob est une application, web et mobile, de diffusion d'annonces d'emploi géolocalisées.",#emploi,#geolocalisation,,48.840302,2.22463,56 quai Alphonse le Gallo,92100,Boulogne Billancourt,2011,www.beepjob.com,beepjob,https://www.facebook.com/beepjob,,http://www.linkedin.com/company/2137129,,Entreprise
Beetween,Beetween est une plateforme de recrutement digital qui offre aux entreprises un outil de gestion complet de leur processus de recrutement.,#recrutement,,,48.872742,2.23062,23 rue Edouard Nieuport,92150,Suresnes,2007,www.beetween.com,recruterdigital,https://www.facebook.com/recrutementdigital.france.7,,http://www.linkedin.com/company/1863051,,Entreprise
Believe Digital,Believe Digital est un distributeur de contenus digitaux et un fournisseur de services pour les artistes et labels indépendants.,#musique,#video,,48.87783,2.37066,2 place du Colonel Fabien,75019,Paris,2005,www.believedigital.com,Believe_USA,https://www.facebook.com/believedigital,,http://www.linkedin.com/company/167107,,Entreprise
Beyond Croissant,Beyond Croissant est une plateforme communautaire de repas chez l'habitant.,#foodfellows,,,48.872711,2.35773,88 rue du Faubourg Saint Martin,75010,Paris,2012,www.beyondcroissant.com,beyondcroissant,https://www.facebook.com/BeyondCroissant,,http://www.linkedin.com/company/2744609,,Entreprise
Big5media,"Big5media est une agence digitale qui conçoit, développe et promeut des applications pour smartphones, tablettes et télévisions connectées.",#agence,#mobile,#tvconnectee,48.8048,2.33568,3 impasse du Bel Air,94110,Arcueil,,www.big5media.com,big5media,https://www.facebook.com/big5media,,,,Entreprise
Bigpoint,Bigpoint est un développeur de jeux vidéo qui édite un site portail avec des jeux de rôle en ligne dont certains ont la possibilité d'être multijoueurs.  ,#jeu,,,48.873032,2.28311,54 avenue Foch,75008,Paris,2010,www.bigpoint.net,Bigpoint,https://www.facebook.com/pages/Bigpoint/106073496099621,https://plus.google.com/117258632766585080247,http://www.linkedin.com/company/1764951,,Entreprise
BlaBlaCar,"BlaBlaCar est le service de covoiturage, web et mobile, édité par Comuto.",#covoiturage,#economiecollaborative,,48.864281,2.37971,84 avenue de la République,75011,Paris,2004,www.covoiturage.fr,blablacar_fr,https://www.facebook.com/covoiturage.fr,https://plus.google.com/+BlaBlaCarFR,http://www.linkedin.com/company/2479609,,Entreprise
Black Sheep Studio,"Black Sheep est un studio spécialisé dans le développement de jeux vidéos : services, outsourcing, serious games.",#jeu,#studio,,48.865629,2.392446,18 rue Soleillet,75020,Paris,2003,www.blacksheep-studio.org,,,,http://www.linkedin.com/company/200159,,Entreprise
Blockbase,"Blockbase édite des solutions mobiles pour les professionnels de l'immobilier et de la construction, notamment l'application BulldozAIR.",#mobile,#construction,,48.868309,2.35707,48 rue Meslay,75003,Paris,2012,www.blockbase.com,@blockbase,,,http://www.linkedin.com/company/blockbase,,Entreprise
blogSpirit,blogSpirit accompagne les entreprises dans la mise en oeuvre de leurs espaces de dialogue et de participation avec leurs publics et à travers la mise à disposition d'applications de community management associées.,#reseausocial,#blog,#saas,48.82233,2.30083,3 rue Danton,92240,Malakoff,2004,www.blogspirit.com,blogSpirit,,,,,Entreprise
Bluenod,Bluenod est une plateforme en ligne qui permet de visualiser en temps réel les conversations et interactions autour d'un hashtag sur Twitter et de cartographier des communautés.,#dataviz,#twitter,,48.893959,2.35278,110 rue des Poissonniers ,75018,Paris,2012,www.bluenod.com,,,,,,Entreprise
Bluwan,Bluwan propose aux opérateurs une technologie de transport de données qui utilise des solutions multi-gigabits sans fil et délivre des vitesses et des capacités comparables à celles de la fibre.,#ftta,#telecom,#reseaux,48.895163,2.15121,4 rue Emile Pathé,78400,Chatou,2005,www.bluwan.com,Bluwan,https://www.facebook.com/Bluwan,,http://www.linkedin.com/company/942539,,Entreprise
